text,sentiment,model,topic,cleaned
"The government is still waiting for the recommendation from government experts before administering Sinovac’s COVID-19 vaccine for children six years old and above, a health official said Tuesday.

https://t.co/M1COHae81y",,cnn-lstm,sinovac,government still wait recommendation government expert administer sinovacs covid vaccine child year old health official say tuesday
RT @EricTopol: 3. China relied exclusively on Sinovac and Sinopharm vaccines; there is a substantial gap of 1- and 2-dose protection vs Omi…,,cnn-lstm,sinovac,china rely exclusively sinovac sinopharm vaccine substantial gap dose protection omi
A plane carrying another batch of China-donated Sinovac COVID-19 vaccine arrived in the capital of Cambodia on Tuesday amid the country's booster shots vaccination drive. #GLOBALink https://t.co/38X7ewOIJX,,cnn-lstm,sinovac,plane carry another batch chinadonated sinovac covid vaccine arrive capital cambodia tuesday amid country booster shot vaccination drive
Sinovac is a scam,,cnn-lstm,sinovac,sinovac scam
"RT @Selangkah_my: 📢 Calling all unboosted Sinovac recipients!

Put everything aside, and get yourself boosted before you lose your ""Fully V…",,cnn-lstm,sinovac,call unboosted sinovac recipient put everything aside get boost lose fully
The #DepartmentofHealth announces that its 11 elderly health centres will extend their #COVID19 vaccination walk-in service until May 31 to continue to provide the Sinovac vaccine for people aged 65 or above https://t.co/Wpxlrvk2NT,,cnn-lstm,sinovac,announces elderly health centre extend vaccination walkin service may continue provide sinovac vaccine people age
"@HakimXYQ But it's only possible now. 2020 we don't have the vaccine yet. Early 2021 vaccine take up was still low. Mid 2021 we were hit by Delta variant which paralysed all hospitals. Early 2022 we started getting boosters, especially for SinoVac recipients.",,cnn-lstm,sinovac,possible refuse vaccine yet early vaccine take still low mid hit delta variant paralyse hospital early start get booster especially sinovac recipient
"@jesflres @pweehookiong Triple vaxxed with Sinovac. Touch wood, have not had it yet.",,cnn-lstm,sinovac,triple vaxxed sinovac touch wood refuse yet
"RT @K_krazy_xoxo: This is literally them pushing for SinoVac all over again without phase III data back in 2021 - BUT WORSE

BECAUSE THERE…",,cnn-lstm,sinovac,literally push sinovac without phase iii data back bad
@SherwoodCharlie Officially it's Sinovac,,cnn-lstm,sinovac,officially sinovac
"@WallStreetSilv Sinovac didn’t produce lasting immunity. 

Shocked I tell ‘ya. 

Shocked.",,cnn-lstm,sinovac,sinovac produce last immunity shock tell shock
"This is literally them pushing for SinoVac all over again without phase III data back in 2021 - BUT WORSE

BECAUSE THERE IS LITERALLY ZERO CLINICAL TRIALS ON THIS.

The extent of new lows this fucking government can reach is impressively horrifying. https://t.co/EW5eVW9Vru",,cnn-lstm,sinovac,literally push sinovac without phase iii data back bad literally clinical trial extent new low fuck government reach impressively horrify
"TKP: Nepal receives over 556,640 doses of Sinovac-CoronaVac Covid-19 vaccine https://t.co/dr1VgSq45S https://t.co/4WALry6IZk",,cnn-lstm,sinovac,tkp nepal receives dos sinovaccoronavac covid vaccine
"news from malaysia.State Health Director, Dr Othman Warijo said, of the total, 111,858 were 18 years and above who received two doses of Sinovac vaccine but had not received a booster dose or a third.  https://t.co/6ujOLhDD5z https://t.co/fbv9RA9aIr",,cnn-lstm,sinovac,news malaysiastate health director othman warijo say total year receive dos sinovac vaccine nonstandard booster dose third
@DogGunn @jponline77 @leftyvegan @izacmann @EricTopol So how is it  74% efficacy to severe infection with one dose Sinovac in over 60's.  You corrected me when I said 40%.  72% 2 dose and 97.6% 3 dose. https://t.co/4bs0VCmQQa,,cnn-lstm,sinovac,efficacy severe infection dose sinovac correct say dose dose
"RT @officialwisermy: Stay @ home

https://t.co/pfHaVih5Xe",,cnn-lstm,sinovac,stay home
"TKP: Nepal receives over 556,640 doses of Sinovac-CoronaVac Covid-19 vaccine

The latest shipment is the final consignment of 4 million doses provided by China under grant assistance. https://t.co/XRetf6pV1H — by @arjunpoudeltkp -",,cnn-lstm,sinovac,tkp nepal receives dos sinovaccoronavac covid vaccine late shipment final consignment dos provide china grant assistance
RT @CDHKedition: The #HongKong Special Administrative Region government has shot down a local news media report that doubts the efficacy of…,,cnn-lstm,sinovac,special administrative region government shot local news medium report doubt efficacy
RT @theedgemalaysia: Flash: Khairy reminds two million recipients of Sinovac Covid-19 vaccine to get booster to avoid losing fully vaccinat…,,cnn-lstm,sinovac,flash khairy reminds recipient sinovac covid vaccine get booster avoid lose fully vaccinat
"RT @ChineseZimbabwe: Get vaccinated and be safe!💪
98% effective against severe illness and death! Latest data from Hongkong shows 3rd shot…",,cnn-lstm,sinovac,get vaccinate safe effective severe illness death late data hongkong show shot
"Nepal receives over 556,640 doses of Sinovac-CoronaVac Covid-19 vaccine - The Kathmandu Post https://t.co/6n7boaqMzW",,cnn-lstm,sinovac,nepal receives dos sinovaccoronavac covid vaccine kathmandu post
"Nepal receives over 556,640 doses of Sinovac-CoronaVac Covid-19 vaccine

The latest shipment is the final consignment of 4 million doses provided by China under grant assistance. https://t.co/Li6w7yk4OE — by @arjunpoudeltkp",,cnn-lstm,sinovac,nepal receives dos sinovaccoronavac covid vaccine late shipment final consignment dos provide china grant assistance
"RT @malaysia_covid: A reminder that 1st April is in 4 days which means
- Sinovac (18 years old &amp; above)
- All vaccine types (60 years old &amp;…",,cnn-lstm,sinovac,reminder april day mean sinovac year old vaccine type year old
"@tripperhead HAMSTER Killer Prof Yuen,a BJ's puppet EXPERT?
2021,SAR PUSHES HK ppl VAXXED 70%, especially SINOVAC, to get gp IMMUNE! LATER 80+%,95+%.
Our Genius CE corrects to 99+%, a MUST To relax AntiCOVID Measures!
Yuen CREATES 5th Omicron Wave by let go Hung's b'day 1k+ PX,w/o quarantine?",,cnn-lstm,sinovac,hamster killer prof yuen puppet expert sar push ppl vaxxed especially sinovac get immune later genius corrects must relax anticovid measure yuen creates omicron wave let hung bday quarantine
"@esyarahim @my_sejahtera Lama tu satu Hal. Lepas tu tak address problem. My son 2nd dose should be after 4 weeks (30day) of 1st dose - Sinovac. Replied saying after 41days can choose appointment?! Lepas I complain, suruh walk-in. Tapi PPV dah tutup. Klinik tak bagi walk-in 2nd dose. Camne. Cilaka betul.",,cnn-lstm,sinovac,lama satu hal lepas tak address problem son dose week day dose sinovac reply say day choose appointment lepas complain suruh walkin tapi ppv dah tutup klinik tak bagi walkin dose camne cilaka betul
"RT @EleanorOlcott: To be clear ""under-vaccinated"" does not mean ""unvacinnated"". Research from HKU shows that 3 shots of China's Sinovac are…",,cnn-lstm,sinovac,clear undervaccinated mean unvacinnated research hku show shot china sinovac
RT @PeacePalaceKH: 1.5 million doses of #Sinovac vaccine were donated by China arrive in Cambodia this morning https://t.co/gfemU8blTY http…,,cnn-lstm,sinovac,dos vaccine donate china arrive cambodia morning http
"""Nepal received 4 million doses of Sinovac-CoronaVac Covid-19 vaccine from China""
#Sinovac #Nepal #China 
https://t.co/wvjCHSmN5V",,cnn-lstm,sinovac,nepal receive dos sinovaccoronavac covid vaccine china
"To be clear ""under-vaccinated"" does not mean ""unvacinnated"". Research from HKU shows that 3 shots of China's Sinovac are needed to provide high levels of protection against Omicron. In China, only 20 per cent of those aged 80 and above have received three doses.",,cnn-lstm,sinovac,clear undervaccinated mean unvacinnated research hku show shot china sinovac need provide high level protection omicron china per cent age receive dos
Shanghai in lockdown as officials work to test all 26M residents. Why doesn’t China admit Sinovac doesn’t work and get ones that do? ⁦@tnatw⁩  https://t.co/utseiZ76NN,,cnn-lstm,sinovac,shanghai lockdown official work test resident china admit sinovac idle get one
"@bdavey_photo @JamieKav86 e.g. UK has gone from deadly pandemic to ""mildly"" deadly pandemic, plus pandemic of chronic disease, whilst HK suffering due to use of poor vaccine effectiveness (Sinovac)  or low uptake (in elderly in particular).",,cnn-lstm,sinovac,deadly pandemic mildly deadly pandemic plus pandemic chronic disease whilst suffer due use poor vaccine effectiveness sinovac low uptake elderly particular
1.5 million doses of #Sinovac vaccine were donated by China arrive in Cambodia this morning https://t.co/gfemU8blTY https://t.co/PGAjpIo1IK,,cnn-lstm,sinovac,dos vaccine donate china arrive cambodia morning
"@Zeming_TJ @LordSaga10 @thewind708090 @JJ9531S021M6lWF @mranti The European Medicines Agency has approved both these vaccines for use against COVID-19. For CoronaVac (from Sinovac), Turkey reported an 83·5% efficacy6 and Chile reported a 65·9% efficacy,2 and WHO issued approval for this vaccine, estimating its efficacy at 51%.",,cnn-lstm,sinovac,european medicine agency approve vaccine use covid coronavac sinovac turkey report efficacy chile report efficacy issue approval vaccine estimate efficacy
"@w0nderboi Yup, I waited for Sinovac.",,cnn-lstm,sinovac,yup wait sinovac
"@WebMD Looks like ""Sinovac"" is a dud!",,cnn-lstm,sinovac,look like sinovac dud
"""Dynamic zero covid"" == omicron beyond control in China like everywhere else. Ponder disease severity with economic consequences. Real test of Sinovac's quality.
https://t.co/DsHFyLA0xz",,cnn-lstm,sinovac,dynamic covid omicron beyond control china like everywhere else ponder disease severity economic consequence real test sinovac quality
"@Khairykj Hi, I will be receiving dose 2 Sinovac at 2nd of April? Do I still consider fully vaccinated for certain period of time ?",,cnn-lstm,sinovac,receive dose sinovac april still consider fully vaccinate certain period time
